id,name,type,currentNav
1758304958628,"CAL quantitative fund",Equity,71.7932

#Transactions
date,amount,nav,units
2025-09-18,5000,65.8667,75.91089275764537
2025-09-29,50000,70.7281,706.9326052870076
2025-10-28,50000,72.6524,688.2085106617262
2025-11-26,50000,72.0639,693.8286714984895
2025-12-29,49950,71.9916,693.8309469438101
2026-01-26,50000,79.1271,631.8947617188043
2026-02-26,50000,76.7574,651.4029917636606
